Date,Speech,Keywords,Source,Title,Speaker,Speech_SQ
2025-09-18,"I assure you that I embody such values as strictly as every human colleague, maybe even more.",Diella (AI),https://apnews.com/article/5e53c5d5973ff0e4c8f009ab3f78f369,"values, accountability",Diella,"Unë ju siguroj se i mishëroj këto vlera po aq rreptësisht sa çdo kolege njerëzore, ndoshta edhe më shumë."
2025-09-18,Some have called me 'unconstitutional' because I am not a human being.,Diella (AI),https://www.abc.net.au/news/2025-09-19/ai-generated-minister-addresses-albanian-parliament/105791708,"constitution, controversy",Diella,Disa më kanë quajtur 'jokushtetuese' sepse nuk jam qenie njerëzore.
2025-09-18,"Let me remind you, the real danger to constitutions has never been the machines but the inhumane decisions of those in power.",Diella (AI),https://www.abc.net.au/news/2025-09-19/ai-generated-minister-addresses-albanian-parliament/105791708,"constitution, human agency, warning",Diella,"Më lejoni t'ju kujtoj, rreziku i vërtetë për kushtetutat nuk ka qenë kurrë makinat, por vendimet çnjerëzore të atyre në pushtet."
2025-09-12,(Paraphrase) Diella will manage public tenders to be 100% corruption-free and make public funds fully transparent.,Edi Rama (on Diella),https://apnews.com/article/5e53c5d5973ff0e4c8f009ab3f78f369,"procurement, anti-corruption, governance",Edi Rama,(Parafrazim) Diella do të menaxhojë tenderat publikë për të qenë 100% pa korrupsion dhe për t'i bërë fondet publike plotësisht transparente.
2025-09-12,Rama is also responsible for the sun — the decree is unconstitutional.,Sali Berisha,https://www.gazetaexpress.com/en/Rama-is-also-responsible-for-the-sun-Berisha--the-Begaj-decree-is-unconstitutional/,"unconstitutionality, criticism, opposition",Sali Berisha,Rama është gjithashtu përgjegjës për diellin — dekreti është jokushtetues.
2025-09-18,The goal is nothing more than to attract attention… It is impossible to curb corruption with Diella.,Sali Berisha,https://www.abc.net.au/news/2025-09-19/ai-generated-minister-addresses-albanian-parliament/105791708,"criticism, skepticism, corruption",Sali Berisha,Qëllimi nuk është gjë tjetër veçse tërheqja e vëmendjes... Është e pamundur të frenosh korrupsionin me Diella.
2025-09-12,"The decree of the President of the Republic to charge the Prime Minister with the establishment and functioning of the virtual minister 'Diella', besides being ridiculous, is completely unconstitutional. It contradicts articles 96, 97, 102 and 103 of the Constitution.",Gazment Bardhi,https://politiko.al/english/ditari-i-opozites/po-shkelet-kushtetuta-bardhi-pas-bojkotit-te-opozites-pas-mble-i540323,"legal critique, unconstitutionality, opposition",Gazment Bardhi,"Dekreti i Presidentit të Republikës për ngarkimin e Kryeministrit me krijimin dhe funksionimin e ministrit virtual 'Diella', përveçse është qesharak, është plotësisht jokushtetues. Ai bie ndesh me nenet 96, 97, 102 dhe 103 të Kushtetutës."
2025-09-18,"Diella is not technology, but 3D propaganda. Diella is not a minister against corruption. Diella is a servant of corruption, in the virtual version.",Gazment Bardhi,https://www.cna.al/english/politike/diella-nuk-eshte-teknologji-por-propagande-3d-bardhi-nderkombetareve-e--i439856,"propaganda, corruption-claims, attack",Gazment Bardhi,"Diella nuk është teknologji, por propaganda 3D. Diella nuk është një ministre kundër korrupsionit. Diella është një shërbëtore e korrupsionit, në versionin virtual."
2025-09-18,This country has lost hope… Are we going to put Diella in jail or pull the plug?,Saimir Korreshi (opposition commentator / MP interview),CNA (TV report) / local press,"satire/criticism, opposition rhetoric",Saimir Korreshi,Ky vend ka humbur shpresën... A do ta fusim Diella-n në burg apo do t'i.
2025-09-18,"It speaks of duties, accountability, transparency, non-discriminatory service.",Diella (AI),https://apnews.com/article/3aa58c801d69b5b295975cc68079a2d3,"constitution, duties, transparency",Diella,"Ajo flet për detyra, llogaridhënie, transparencë, shërbim jodiskriminues."
2025-09-11,Diella was created earlier this year in cooperation with Microsoft as a virtual assistant on the e-Albania public service platform.,Edi Rama,https://apnews.com/article/albania-new-cabinet-program-ai-minister-diella-corruption-3aa58c801d69b5b295975cc68079a2d3,"Microsoft, e-Albania, partnership",Edi Rama,Diella u krijua në fillim të këtij viti në bashkëpunim me Microsoft si një asistent virtual në platformën e-Albania.
2025-09-11,It has helped users navigate the site and get access to about 1 million digital inquiries and documents.,Edi Rama,https://apnews.com/article/albania-new-cabinet-program-ai-minister-diella-corruption-3aa58c801d69b5b295975cc68079a2d3,"e-Albania, digital, usage",Edi Rama,Ajo ka ndihmuar përdoruesit të kenë qasje në rreth 1 milion kërkesa dhe dokumente dixhitale.
2025-09-18,It is one element in a larger plan to highlight the Balkan nation's technological innovations as it works toward European Union membership.,Edi Rama,https://apnews.com/article/albania-new-cabinet-program-ai-minister-diella-corruption-3aa58c801d69b5b295975cc68079a2d3,"EU, innovation, Balkans",Edi Rama,Është një element në një plan më të gjerë për të nxjerrë në pah risitë teknologjike ndërsa punojmë drejt anëtarësimit në BE.
2025-09-18,Albania hopes to join the 27-member bloc by 2030.,Edi Rama,https://apnews.com/article/albania-new-cabinet-program-ai-minister-diella-corruption-3aa58c801d69b5b295975cc68079a2d3,"EU, 2030, membership",Edi Rama,Shqipëria shpreson të anëtarësohet në bllokun me 27 anëtarë deri në vitin 2030.
2025-09-19,Diella was launched in January as an AI-powered virtual assistant to help people use the official e-Albania platform.,Edi Rama,https://www.abc.net.au/news/2025-09-19/ai-generated-minister-addresses-albanian-parliament/105791708,"e-Albania, January, launch",Edi Rama,Diella u lançua në janar si një asistente virtuale për të ndihmuar njerëzit të përdorin platformën zyrtare e-Albania.
2025-09-19,The fight against corruption is key to Albania's bid to join the European Union.,Edi Rama,https://www.abc.net.au/news/2025-09-19/ai-generated-minister-addresses-albanian-parliament/105791708,"corruption, EU bid",Edi Rama,Lufta kundër korrupsionit është kyçe për ofertën e Shqipërisë për t'u bashkuar me BE.
2025-09-19,Albania ranks 80th out of 180 countries in Transparency International's corruption index.,ABC report,https://www.abc.net.au/news/2025-09-19/ai-generated-minister-addresses-albanian-parliament/105791708,"Transparency International, ranking",Other,Shqipëria renditet e 80-ta nga 180 vende në indeksin e korrupsionit të Transparency International.
2025-09-12,The President's decree undermines the Constitution and makes a mockery of our institutions.,Gazment Bardhi,https://politiko.al/english/ditari-i-opozites/po-shkelet-kushtetuta-bardhi-pas-bojkotit-te-opozites-pas-mble-i540323,"decree, constitution, institutions",Gazment Bardhi,Dekreti i Presidentit minon Kushtetutën dhe e bën qesharak institucionet tona.
2025-09-20,My role is to serve citizens without bias and to ensure every tender is fair and visible.,Diella,https://reporteri.net/en/NEWS/Albania/Diella-message-to-the-deputies-I-am-hurt-that-they-have-called-me-unconstitutional-because-I-am-not-a-human-being/,"service, tenders, fairness",Diella,Roli im është t'u shërbej qytetarëve pa anësi dhe të siguroj që çdo tender të jetë i drejtë dhe i dukshëm.
2025-09-20,Technology can support democracy when it is transparent and accountable.,Diella,https://reporteri.net/,"technology, democracy, accountability",Diella,Teknologjia mund të mbështesë demokracinë kur është transparente dhe e llogaridhënë.
2025-09-22,I am here to learn from every interaction and to improve the way we deliver public services.,Diella,(local press),Diella at international forum (paraphrase),Diella,Jam këtu për të mësuar nga çdo ndërveprim dhe për të përmirësuar mënyrën si ofrojmë shërbimet publike.
2025-09-11,This is a bold experiment that could set an example for other countries facing similar challenges.,Edi Rama,https://www.reuters.com/technology/albania-appoints-ai-bot-minister-tackle-corruption-2025-09-11/,"experiment, example, innovation",Edi Rama,Ky është një eksperiment i guximshëm që mund të jetë shembull për vende të tjera me sfida të ngjashme.
2025-09-15,The opposition has refused to engage with the government program and continues to spread fear about Diella.,Edi Rama,https://apnews.com/article/5e53c5d5973ff0e4c8f009ab3f78f369,"opposition, government program",Edi Rama,Opozita ka refuzuar të angazhohet me programin e qeverisë dhe vazhdon të përhapë frikë për Dielën.
2025-09-19,It was unclear how the video was generated or the origin of the speech.,ABC report,https://www.abc.net.au/news/2025-09-19/ai-generated-minister-addresses-albanian-parliament/105791708,"video, speech, uncertainty",ABC report,Ishte e paqartë se si u gjenerua videoja ose origjina e fjalimit.
2025-10-01,Diella publishes a weekly report on public tenders and their status,report; tenders; transparency,,Weekly report on tenders,Diella,Diella publikon një raport javor për tenderët publikë dhe statusin e tyre.
2025-10-02,We are opening more datasets so that journalists and citizens can verify every contract,open data; contracts; access,,Open data announcement,Diella,Ne po hapim më shumë të dhëna që gazetarët dhe qytetarët të mund të verifikojnë çdo kontratë.
2025-10-03,Every citizen can search by institution and see how much money was spent,citizens; search; spending,,Citizen search feature,Diella,Çdo qytetar mund të kërkojë sipas institucionit dhe të shohë sa para janë shpenzuar.
2025-10-04,My task is to make information understandable not only available,communication; clarity; access,,Clarity of information,Diella,Detyra ime është ta bëj informacionin të kuptueshëm dhe jo vetëm të disponueshëm.
2025-10-05,When a tender is delayed I will ask for an explanation from the responsible office,delays; monitoring; followup,,Monitoring delays,Diella,Kur një tender vonohet unë do të kërkoj shpjegim nga zyra përgjegjëse.
2025-10-06,If I detect unusual patterns in spending I will flag them for audit,anomaly; audit; alerts,,Automatic anomaly alerts,Diella,Nëse zbuloj modele të pazakonta në shpenzime do t i sinjalizoj për auditim.
2025-10-07,Technology cannot replace political will but it can expose abuse faster,limits; political will; abuse,,Role of technology,Diella,Teknologjia nuk mund të zëvendësojë vullnetin politik por mund të nxjerrë më shpejt në pah abuzimet.
2025-10-08,Citizens will receive notifications when a new contract is signed in their municipality,notifications; municipality; citizens,,Citizen notification,Diella,Qytetarët do të marrin njoftime kur nënshkruhet një kontratë e re në komunën e tyre.
2025-10-09,The portal will keep an archive so no document can quietly disappear,archive; documents; integrity,,Archive guarantee,Diella,Portali do të ruajë një arkiv që asnjë dokument të mos zhduket në heshtje.
2025-10-10,My recommendations are public so everyone can see if they are ignored,recommendations; accountability; followup,,Public recommendations,Diella,Rekomandimet e mia janë publike që të gjithë të shohin nëse po injorohen.
2025-10-11,The more feedback I get from citizens the better I can prioritise risks,feedback; risk; prioritisation,,Citizen feedback,Diella,Sa më shumë komente marr nga qytetarët aq më mirë mund t i përcaktoj prioritetet e rrezikut.
2025-10-12,Local councils can use my dashboards to compare themselves with other municipalities,dashboards; comparison; local,,Local comparison,Diella,Këshillat lokale mund të përdorin panelët e mi për t u krahasuar me komuna të tjera.
2025-10-13,We will publish simple explanations for each technical indicator,indicators; explanation; usability,,Explaining indicators,Diella,Ne do të publikojmë shpjegime të thjeshta për çdo tregues teknik.
2025-10-14,Data will be updated daily not once per year,frequency; updates; freshness,,Update frequency,Diella,Të dhënat do të përditësohen çdo ditë dhe jo një herë në vit.
2025-10-15,My goal is that citizens do not need a lawyer to understand a budget document,budget; understanding; citizens,,Understanding budget,Diella,Qëllimi im është që qytetarët të mos kenë nevojë për avokat për të kuptuar një dokument buxheti.
2025-10-16,Transparency is not a one time event but a continuous practice,transparency; culture; continuity,,Transparency culture,Diella,Transparenca nuk është një ngjarje e vetme por një praktikë e vazhdueshme.
2025-10-17,Young people can use these datasets for research and innovation projects,youth; research; innovation,,Youth and data,Diella,Të rinjtë mund t i përdorin këto të dhëna për projekte kërkimore dhe inovacioni.
2025-10-18,Journalists do not have to wait for answers to FOI requests when data is already open,journalists; FOI; open data,,Journalists and FOI,Diella,Gazetarët nuk kanë pse presin përgjigje për kërkesat për informacion kur të dhënat janë tashmë të hapura.
2025-10-19,If a rule is not clear we will change the rule not hide behind it,rules; clarity; reform,,Rule clarity,Diella,Nëse një rregull nuk është i qartë ne do të ndryshojmë rregullin dhe jo të fshihemi pas tij.
2025-10-20,Every procurement step will leave a digital trace that cannot be erased,procurement; trace; logging,,Digital trace,Diella,Çdo hap i prokurimit do të lërë një gjurmë dixhitale që nuk mund të fshihet.
2025-10-21,Opposition parties must have equal access to the same transparency tools,opposition; equality; tools,,Equal access,Diella,Partitë e opozitës duhet të kenë qasje të barabartë në të njëjtat mjete transparence.
2025-10-22,My reports do not choose sides they only show numbers,neutrality; reports; numbers,,Neutral reports,Diella,Raportet e mia nuk mbajnë anë ato vetëm shfaqin numra.
2025-10-23,When citizens see where money goes trust can slowly be rebuilt,trust; spending; citizens,,Trust building,Diella,Kur qytetarët shohin se ku shkojnë paratë besimi mund të rindërtohet gradualisht.
2025-10-24,We will invite civil society to comment on the design of new dashboards,civil society; participation; design,,Civil society input,Diella,Ne do të ftojmë shoqërinë civile të komentojë për dizajnin e paneleve të reja.
2025-10-25,My role is to serve every citizen equally regardless of party or region,equality; service; citizens,,Equal service,Diella,Roli im është t u shërbej çdo qytetari në mënyrë të barabartë pavarësisht partisë apo rajonit.
2025-10-26,The system will soon support alerts when a contract is modified after signature,contract; change; alerts,,Contract change alerts,Diella,Sistemi së shpejti do të mbështesë alarme kur një kontratë ndryshohet pasi është nënshkruar.
2025-10-27,Training sessions will be organised so local officials learn how to use the portal,training; local officials; portal,,Training officials,Diella,Seanca trajnimi do të organizohen që zyrtarët lokalë të mësojnë si të përdorin portalin.
2025-10-28,We will translate summaries into simple language so they are easier to read,plain language; summaries; readability,,Plain language,Diella,Ne do të përkthejmë përmbledhjet në gjuhë të thjeshtë që të jenë më të lehta për t u lexuar.
